ApplicantName,Age,Gender,MaritalStatus,Education,EmploymentType,SelfEmployed,AnnualIncome,MonthlyIncome,ExistingEMI,CreditCardUsage,NumberExistingLoans,LoanAmount,LoanPurpose,LoanTenure,CIBILScore,BankBalance,PropertyOwnership,Dependents,DebtToIncomeRatio,CreditUtilizationRatio,SavingsAmount,PreviousLoanDefaults,LoanStatus
Amit Kumar,57,Male,Married,Graduate,Salaried,0,180000.0,15000.0,4462.29,0.52,2,577000.0,Car Loan,48,707,144819.19,Rented,2,1.1,0.52,144819.19,0,0
Aditya Joshi,64,Female,Divorced,Graduate,Salaried,0,287000.0,23916.67,10662.53,0.84,0,332000.0,Car Loan,120,727,616159.81,Rented,3,0.56,0.84,616159.81,0,1
Priya Patel,26,Male,Divorced,High School,Self-Employed,1,548000.0,45666.67,10099.91,0.17,2,2431000.0,Car Loan,24,699,802958.39,Rented,3,2.44,0.17,802958.39,0,1
Meera Pillai,62,Female,Married,Post Graduate,Salaried,0,1354000.0,112833.33,19872.56,0.5,0,7907000.0,Business Loan,120,779,2626123.41,Rented,1,0.76,0.5,2626123.41,0,1
Aarav Sharma,33,Male,Single,High School,Business,1,273000.0,22750.0,8287.8,0.58,1,1285000.0,Medical Emergency,120,815,276651.68,Rented,4,0.83,0.58,276651.68,0,1
Pooja Deshmukh,22,Female,Married,Graduate,Self-Employed,1,737000.0,61416.67,6843.43,0.63,1,2770000.0,Medical Emergency,24,665,1610681.0,Owned,0,1.99,0.63,1610681.0,0,1
Aarav Sharma,46,Female,Single,Doctorate,Freelancer,1,257000.0,21416.67,5474.58,0.86,3,505000.0,Medical Emergency,240,816,388371.76,Rented,0,0.35,0.86,388371.76,0,1
Siddharth Rao,23,Female,Divorced,Graduate,Freelancer,1,490000.0,40833.33,1838.54,0.66,1,1150000.0,Business Loan,120,729,244953.61,Rented,3,0.28,0.66,244953.61,0,1
Divya Agarwal,41,Male,Married,Graduate,Self-Employed,1,241000.0,20083.33,2596.98,0.09,1,1441000.0,Car Loan,48,743,385352.61,Owned,4,1.62,0.09,385352.61,0,0
Manish Tiwari,35,Male,Divorced,High School,Business,1,403000.0,33583.33,1016.61,0.77,4,1255000.0,Personal Loan,120,797,809854.37,Mortgaged,0,0.34,0.77,809854.37,0,1
Deepak Choudhury,57,Female,Married,High School,Self-Employed,1,362000.0,30166.67,5624.32,0.28,1,1207000.0,Medical Emergency,360,724,193106.02,Owned,1,0.3,0.28,193106.02,0,1
Deepak Choudhury,26,Male,Divorced,Doctorate,Self-Employed,1,196000.0,16333.33,4856.92,0.79,2,1109000.0,Education Loan,360,650,400122.31,Rented,4,0.49,0.79,400122.31,0,1
Priya Patel,58,Male,Married,Doctorate,Self-Employed,1,509000.0,42416.67,4588.14,0.72,7,2398000.0,Car Loan,180,645,440166.72,Owned,2,0.42,0.72,440166.72,0,1
Divya Agarwal,47,Female,Married,Post Graduate,Business,1,240000.0,20000.0,6181.69,0.26,0,435000.0,Personal Loan,48,658,39957.6,Rented,2,0.76,0.26,39957.6,0,0
Meera Pillai,41,Female,Married,Graduate,Self-Employed,1,541000.0,45083.33,3232.99,0.17,1,1039000.0,Education Loan,360,808,282599.21,Owned,2,0.14,0.17,282599.21,0,1
Riya Sen,42,Male,Single,Graduate,Business,1,986000.0,82166.67,22244.15,0.83,0,5377000.0,Car Loan,120,736,1688044.79,Owned,2,0.82,0.83,1688044.79,0,1
Vikram Singh,55,Male,Single,Graduate,Business,1,410000.0,34166.67,7632.94,0.13,1,1558000.0,Education Loan,120,739,860016.82,Mortgaged,3,0.6,0.13,860016.82,0,1
Kavya Reddy,49,Female,Single,Post Graduate,Salaried,0,358000.0,29833.33,2351.45,0.92,1,1044000.0,Education Loan,12,820,457116.09,Rented,3,3.0,0.92,457116.09,0,1
Ananya Iyer,39,Female,Divorced,Doctorate,Freelancer,1,366000.0,30500.0,9370.59,0.92,1,1953000.0,Personal Loan,120,766,454034.81,Rented,2,0.84,0.92,454034.81,0,1
Aarav Sharma,25,Male,Divorced,Graduate,Self-Employed,1,866000.0,72166.67,8215.62,0.4,2,3476000.0,Medical Emergency,120,729,1963721.71,Mortgaged,2,0.52,0.4,1963721.71,0,1
Kavya Reddy,38,Female,Married,Graduate,Freelancer,1,777000.0,64750.0,27025.25,0.88,0,1674000.0,Personal Loan,60,648,470028.73,Owned,2,0.85,0.88,470028.73,0,0
Amit Kumar,41,Female,Single,High School,Salaried,0,324000.0,27000.0,10001.85,0.9,2,1001000.0,Car Loan,120,693,590239.37,Owned,2,0.68,0.9,590239.37,0,1
Aditya Joshi,21,Male,Married,Doctorate,Business,1,926000.0,77166.67,15739.52,0.07,0,728000.0,Medical Emergency,36,831,1493059.45,Mortgaged,3,0.47,0.07,1493059.45,0,1
Siddharth Rao,42,Male,Divorced,High School,Business,1,1458000.0,121500.0,31482.38,0.15,1,2731000.0,Medical Emergency,36,632,3109483.94,Mortgaged,3,0.88,0.15,3109483.94,0,0
Amit Kumar,53,Female,Married,Post Graduate,Business,1,1124000.0,93666.67,7312.14,0.58,4,2587000.0,Education Loan,48,756,340074.61,Rented,4,0.65,0.58,340074.61,0,1
Siddharth Rao,33,Male,Single,Graduate,Self-Employed,1,900000.0,75000.0,30606.01,0.93,1,1431000.0,Medical Emergency,36,706,197531.2,Mortgaged,2,0.94,0.93,197531.2,0,0
Aditya Joshi,28,Male,Single,High School,Self-Employed,1,497000.0,41416.67,17654.25,0.16,1,2213000.0,Car Loan,240,604,1036452.69,Rented,1,0.65,0.16,1036452.69,0,0
Rohan Mehta,50,Male,Married,High School,Freelancer,1,501000.0,41750.0,7178.21,0.44,0,820000.0,Personal Loan,60,746,923893.78,Owned,2,0.5,0.44,923893.78,0,1
Divya Agarwal,27,Male,Single,High School,Business,1,577000.0,48083.33,5095.32,0.46,1,1077000.0,Business Loan,240,680,176430.92,Rented,0,0.2,0.46,176430.92,0,1
Amit Kumar,55,Female,Divorced,Post Graduate,Freelancer,1,308000.0,25666.67,8182.64,0.71,2,588000.0,Home Loan,360,622,74229.71,Rented,4,0.38,0.71,74229.71,0,1
Riya Sen,50,Female,Divorced,Graduate,Salaried,0,358000.0,29833.33,3405.34,0.61,1,775000.0,Car Loan,120,602,149419.11,Mortgaged,0,0.33,0.61,149419.11,1,0
Neha Gupta,62,Female,Single,Doctorate,Business,1,297000.0,24750.0,9777.58,0.17,0,667000.0,Business Loan,180,664,130772.0,Owned,1,0.54,0.17,130772.0,0,0
Vikram Singh,40,Female,Married,High School,Freelancer,1,414000.0,34500.0,4392.42,0.84,2,1603000.0,Education Loan,360,610,352407.05,Owned,3,0.26,0.84,352407.05,0,1
Riya Sen,43,Male,Divorced,Doctorate,Salaried,0,306000.0,25500.0,2167.86,0.1,0,461000.0,Car Loan,60,774,150714.76,Rented,3,0.39,0.1,150714.76,0,1
Riya Sen,30,Male,Married,High School,Freelancer,1,279000.0,23250.0,4789.31,0.15,1,1244000.0,Personal Loan,24,563,261995.04,Owned,4,2.44,0.15,261995.04,1,0
Neha Gupta,46,Male,Divorced,High School,Self-Employed,1,352000.0,29333.33,7702.82,0.92,1,1194000.0,Business Loan,36,709,386990.76,Owned,1,1.39,0.92,386990.76,0,1
Riya Sen,51,Male,Married,Graduate,Business,1,624000.0,52000.0,15942.71,0.66,1,1665000.0,Business Loan,24,519,1315857.07,Owned,1,1.64,0.66,1315857.07,0,0
Riya Sen,60,Female,Divorced,High School,Salaried,0,231000.0,19250.0,2853.66,0.09,0,906000.0,Car Loan,120,578,548348.76,Mortgaged,3,0.54,0.09,548348.76,1,0
Manish Tiwari,43,Male,Single,Graduate,Business,1,422000.0,35166.67,5114.18,0.1,1,375000.0,Business Loan,180,605,135935.66,Rented,1,0.2,0.1,135935.66,0,1
Siddharth Rao,54,Male,Single,Post Graduate,Self-Employed,1,1256000.0,104666.67,18298.49,0.41,2,5099000.0,Medical Emergency,36,651,489142.62,Rented,1,1.53,0.41,489142.62,0,0
Sneha Nair,35,Male,Married,Graduate,Business,1,1099000.0,91583.33,21127.72,0.49,1,5901000.0,Car Loan,60,712,1595019.35,Rented,4,1.3,0.49,1595019.35,0,0
Divya Agarwal,38,Female,Divorced,Post Graduate,Freelancer,1,1565000.0,130416.67,37013.4,0.13,2,5201000.0,Car Loan,48,644,2588925.48,Mortgaged,0,1.11,0.13,2588925.48,0,0
Riya Sen,55,Male,Married,Doctorate,Freelancer,1,369000.0,30750.0,1095.7,0.77,1,794000.0,Personal Loan,60,701,782166.01,Mortgaged,4,0.47,0.77,782166.01,0,1
Manish Tiwari,37,Male,Divorced,Graduate,Salaried,0,454000.0,37833.33,8740.88,0.51,3,1258000.0,Car Loan,60,801,432706.64,Mortgaged,3,0.79,0.51,432706.64,0,1
Deepak Choudhury,59,Male,Single,Doctorate,Self-Employed,1,468000.0,39000.0,13797.41,0.81,0,350000.0,Car Loan,60,695,399424.55,Mortgaged,3,0.5,0.81,399424.55,0,1
Karan Malhotra,50,Female,Married,Post Graduate,Self-Employed,1,434000.0,36166.67,3012.3,0.72,2,1659000.0,Medical Emergency,24,785,495244.96,Owned,0,1.99,0.72,495244.96,1,0
Ananya Iyer,26,Male,Single,Doctorate,Freelancer,1,919000.0,76583.33,23841.37,0.83,1,5341000.0,Business Loan,240,633,759755.64,Mortgaged,0,0.6,0.83,759755.64,0,0
Siddharth Rao,51,Female,Single,Post Graduate,Self-Employed,1,180000.0,15000.0,93.66,0.15,1,106000.0,Personal Loan,12,755,108387.14,Mortgaged,4,0.6,0.15,108387.14,0,1
Kavya Reddy,40,Female,Divorced,Post Graduate,Salaried,0,267000.0,22250.0,3012.94,0.47,0,830000.0,Home Loan,24,600,133140.4,Owned,1,1.69,0.47,133140.4,0,0
Karan Malhotra,40,Female,Married,Graduate,Freelancer,1,200000.0,16666.67,4389.2,0.23,0,726000.0,Car Loan,12,625,180248.03,Owned,0,3.89,0.23,180248.03,0,0
Divya Agarwal,35,Female,Married,High School,Salaried,0,302000.0,25166.67,5520.9,0.49,0,1133000.0,Business Loan,240,596,198285.31,Owned,2,0.41,0.49,198285.31,0,1
Divya Agarwal,43,Female,Divorced,Graduate,Business,1,252000.0,21000.0,8437.69,0.43,0,782000.0,Car Loan,120,619,296347.2,Rented,2,0.71,0.43,296347.2,1,0
Sneha Nair,33,Male,Married,High School,Freelancer,1,180000.0,15000.0,1566.7,0.25,1,990000.0,Education Loan,240,489,74660.5,Rented,1,0.38,0.25,74660.5,1,0
Siddharth Rao,38,Female,Divorced,High School,Freelancer,1,1373000.0,114416.67,41177.39,0.81,2,5382000.0,Education Loan,24,690,2335384.42,Owned,1,2.32,0.81,2335384.42,0,1
Neha Gupta,33,Female,Single,Doctorate,Freelancer,1,872000.0,72666.67,9929.42,0.24,0,662000.0,Home Loan,120,747,1930760.3,Rented,0,0.21,0.24,1930760.3,0,1
Neha Gupta,60,Male,Single,High School,Freelancer,1,674000.0,56166.67,2880.57,0.25,2,2420000.0,Car Loan,60,578,1674748.98,Rented,3,0.77,0.25,1674748.98,1,0
Meera Pillai,50,Female,Single,Graduate,Salaried,0,180000.0,15000.0,6254.77,0.44,1,543000.0,Home Loan,24,835,355673.83,Mortgaged,2,1.93,0.44,355673.83,0,1
Ananya Iyer,31,Male,Divorced,Graduate,Self-Employed,1,180000.0,15000.0,4252.0,0.83,0,992000.0,Personal Loan,60,652,323926.57,Mortgaged,0,1.39,0.83,323926.57,0,1
Ananya Iyer,34,Male,Divorced,High School,Business,1,506000.0,42166.67,15543.58,0.16,1,815000.0,Car Loan,12,723,348511.83,Rented,2,1.98,0.16,348511.83,0,1
Deepak Choudhury,31,Male,Single,High School,Business,1,1394000.0,116166.67,37387.07,0.42,0,5523000.0,Personal Loan,36,757,2659326.86,Mortgaged,1,1.64,0.42,2659326.86,0,1
Kavya Reddy,49,Male,Married,Doctorate,Freelancer,1,499000.0,41583.33,16805.04,0.91,2,1666000.0,Medical Emergency,120,699,1180123.33,Rented,4,0.74,0.91,1180123.33,0,1
Aarav Sharma,28,Male,Single,High School,Business,1,287000.0,23916.67,4322.77,0.75,1,829000.0,Car Loan,12,747,483429.35,Mortgaged,2,3.07,0.75,483429.35,0,1
Manish Tiwari,22,Male,Divorced,High School,Freelancer,1,599000.0,49916.67,9029.99,0.66,0,2123000.0,Education Loan,120,697,1367010.27,Owned,0,0.54,0.66,1367010.27,0,1
Deepak Choudhury,26,Male,Divorced,Doctorate,Freelancer,1,219000.0,18250.0,5287.86,0.85,4,862000.0,Business Loan,240,783,388490.74,Mortgaged,2,0.49,0.85,388490.74,0,1
Rohan Mehta,56,Female,Single,Graduate,Business,1,802000.0,66833.33,11729.06,0.7,2,4282000.0,Business Loan,360,773,626704.34,Owned,2,0.35,0.7,626704.34,0,1
Sneha Nair,60,Female,Divorced,Post Graduate,Salaried,0,737000.0,61416.67,770.84,0.77,0,2770000.0,Personal Loan,60,639,1358749.56,Mortgaged,0,0.76,0.77,1358749.56,0,0
Priya Patel,32,Female,Married,High School,Salaried,0,334000.0,27833.33,597.85,0.64,1,396000.0,Education Loan,12,576,396642.76,Owned,0,1.21,0.64,396642.76,1,0
Manish Tiwari,36,Male,Married,High School,Business,1,240000.0,20000.0,6002.3,0.78,1,876000.0,Personal Loan,180,764,323327.99,Owned,1,0.54,0.78,323327.99,0,1
Deepak Choudhury,23,Male,Married,Doctorate,Salaried,0,395000.0,32916.67,2170.82,0.43,3,1093000.0,Home Loan,12,533,442292.62,Owned,2,2.83,0.43,442292.62,1,0
Karan Malhotra,44,Male,Married,Doctorate,Freelancer,1,621000.0,51750.0,20307.04,0.58,0,2484000.0,Car Loan,240,742,1152650.96,Rented,2,0.59,0.58,1152650.96,0,1
Vikram Singh,32,Male,Married,Doctorate,Self-Employed,1,349000.0,29083.33,12669.11,0.51,2,1190000.0,Medical Emergency,48,731,416370.16,Owned,3,1.29,0.51,416370.16,0,1
Meera Pillai,43,Female,Single,Doctorate,Salaried,0,237000.0,19750.0,1074.2,0.56,0,171000.0,Personal Loan,24,584,234990.63,Rented,0,0.42,0.56,234990.63,0,1
Riya Sen,22,Male,Single,Post Graduate,Freelancer,1,322000.0,26833.33,587.46,0.85,2,1736000.0,Personal Loan,36,584,665219.85,Rented,4,1.82,0.85,665219.85,1,0
Meera Pillai,53,Female,Single,Graduate,Freelancer,1,545000.0,45416.67,9834.04,0.33,1,1628000.0,Education Loan,180,614,676097.63,Mortgaged,0,0.42,0.33,676097.63,0,1
Vikram Singh,41,Male,Divorced,Doctorate,Freelancer,1,180000.0,15000.0,4503.74,0.18,1,811000.0,Home Loan,180,803,185285.57,Rented,3,0.6,0.18,185285.57,0,1
Priya Patel,43,Female,Divorced,High School,Salaried,0,613000.0,51083.33,19906.11,0.69,3,2235000.0,Medical Emergency,60,697,886708.46,Owned,1,1.12,0.69,886708.46,0,1
Rahul Verma,30,Male,Divorced,Graduate,Self-Employed,1,585000.0,48750.0,16465.38,0.5,0,353000.0,Medical Emergency,360,725,310859.74,Owned,4,0.36,0.5,310859.74,0,1
Rohan Mehta,57,Male,Divorced,Doctorate,Salaried,0,1099000.0,91583.33,33255.23,0.6,0,2978000.0,Home Loan,240,734,2383443.51,Owned,2,0.5,0.6,2383443.51,0,1
Neha Gupta,48,Female,Single,High School,Freelancer,1,574000.0,47833.33,5535.75,0.15,3,601000.0,Personal Loan,60,650,255821.59,Rented,3,0.33,0.15,255821.59,0,1
Vikram Singh,50,Female,Married,Post Graduate,Salaried,0,180000.0,15000.0,4147.71,0.34,0,117000.0,Home Loan,60,602,186453.96,Rented,3,0.41,0.34,186453.96,0,1
Amit Kumar,45,Female,Married,Graduate,Salaried,0,345000.0,28750.0,2620.61,0.73,0,1284000.0,Car Loan,360,849,657478.9,Rented,0,0.22,0.73,657478.9,0,1
Aditya Joshi,21,Male,Married,Doctorate,Freelancer,1,568000.0,47333.33,1394.26,0.08,2,2263000.0,Home Loan,60,608,812115.4,Mortgaged,2,0.83,0.08,812115.4,0,0
Kavya Reddy,36,Male,Married,Doctorate,Freelancer,1,884000.0,73666.67,2781.56,0.62,1,1431000.0,Personal Loan,120,633,1234996.98,Owned,0,0.2,0.62,1234996.98,0,1
Meera Pillai,58,Female,Divorced,Doctorate,Salaried,0,180000.0,15000.0,6.76,0.47,1,911000.0,Education Loan,36,425,18234.55,Rented,4,1.69,0.47,18234.55,0,0
Siddharth Rao,35,Female,Divorced,Post Graduate,Business,1,346000.0,28833.33,590.16,0.72,1,1245000.0,Education Loan,24,783,362861.19,Owned,2,1.82,0.72,362861.19,0,1
Meera Pillai,26,Female,Married,Post Graduate,Business,1,321000.0,26750.0,10640.33,0.9,1,1282000.0,Medical Emergency,240,700,242429.32,Mortgaged,4,0.6,0.9,242429.32,0,0
Amit Kumar,46,Male,Married,High School,Salaried,0,222000.0,18500.0,7609.2,0.17,3,1237000.0,Business Loan,240,651,24479.98,Owned,4,0.69,0.17,24479.98,0,0
Divya Agarwal,27,Female,Married,Graduate,Salaried,0,248000.0,20666.67,5009.44,0.85,3,1237000.0,Car Loan,24,661,234902.46,Rented,2,2.74,0.85,234902.46,0,0
Pooja Deshmukh,40,Female,Single,Graduate,Salaried,0,180000.0,15000.0,3123.17,0.89,3,530000.0,Personal Loan,12,782,345637.87,Mortgaged,2,3.15,0.89,345637.87,0,1
Pooja Deshmukh,21,Male,Single,High School,Self-Employed,1,1153000.0,96083.33,10128.73,0.49,1,2878000.0,Education Loan,240,647,2618253.4,Mortgaged,4,0.23,0.49,2618253.4,0,1
Aarav Sharma,35,Male,Divorced,Doctorate,Salaried,0,215000.0,17916.67,7013.7,0.56,0,692000.0,Business Loan,48,644,361976.63,Mortgaged,3,1.2,0.56,361976.63,0,0
Tanvi Bhatia,36,Male,Single,Post Graduate,Salaried,0,418000.0,34833.33,1997.48,0.89,0,2176000.0,Business Loan,60,632,234265.47,Mortgaged,4,1.1,0.89,234265.47,1,0
Meera Pillai,22,Female,Divorced,Doctorate,Salaried,0,180000.0,15000.0,6330.76,0.63,3,1024000.0,Home Loan,120,708,204860.81,Rented,3,0.99,0.63,204860.81,0,0
Deepak Choudhury,59,Female,Married,High School,Salaried,0,1007000.0,83916.67,33374.59,0.25,2,2043000.0,Car Loan,360,808,1185508.47,Owned,4,0.47,0.25,1185508.47,0,1
Amit Kumar,49,Male,Divorced,Graduate,Self-Employed,1,220000.0,18333.33,8069.29,0.43,2,200000.0,Personal Loan,48,489,108846.27,Rented,1,0.67,0.43,108846.27,0,0
Aarav Sharma,64,Female,Married,Graduate,Business,1,686000.0,57166.67,21622.06,0.27,0,2130000.0,Education Loan,12,660,1421337.88,Mortgaged,1,3.48,0.27,1421337.88,0,1
Rahul Verma,35,Female,Single,Doctorate,Salaried,0,1812000.0,151000.0,5812.08,0.1,1,1238000.0,Education Loan,24,440,3584771.97,Owned,2,0.38,0.1,3584771.97,1,0
Karan Malhotra,23,Male,Married,Doctorate,Salaried,0,611000.0,50916.67,2333.12,0.1,1,481000.0,Car Loan,180,754,201625.48,Rented,0,0.1,0.1,201625.48,0,1
Tanvi Bhatia,61,Male,Married,Doctorate,Freelancer,1,580000.0,48333.33,17294.83,0.84,2,2265000.0,Education Loan,12,647,690074.85,Rented,2,4.26,0.84,690074.85,0,0
Ananya Iyer,33,Male,Single,Graduate,Self-Employed,1,1190000.0,99166.67,40357.51,0.16,1,3926000.0,Education Loan,180,776,1493876.41,Mortgaged,0,0.63,0.16,1493876.41,0,1
Kavya Reddy,29,Male,Single,Graduate,Self-Employed,1,577000.0,48083.33,6743.69,0.44,0,3334000.0,Education Loan,60,576,865960.57,Mortgaged,3,1.3,0.44,865960.57,1,0
Vikram Singh,43,Female,Married,High School,Business,1,220000.0,18333.33,3042.85,0.06,0,820000.0,Medical Emergency,36,654,52263.72,Mortgaged,0,1.41,0.06,52263.72,0,0
Meera Pillai,30,Male,Married,High School,Self-Employed,1,267000.0,22250.0,9777.31,0.63,0,429000.0,Home Loan,120,659,148039.05,Rented,2,0.6,0.63,148039.05,0,1
Karan Malhotra,54,Female,Divorced,High School,Business,1,432000.0,36000.0,6782.86,0.2,2,1295000.0,Home Loan,240,674,270680.02,Owned,0,0.34,0.2,270680.02,0,1
Kavya Reddy,22,Female,Divorced,Post Graduate,Self-Employed,1,407000.0,33916.67,7337.39,0.74,0,2027000.0,Medical Emergency,180,746,241253.02,Owned,2,0.55,0.74,241253.02,0,0
Aarav Sharma,36,Female,Single,Graduate,Business,1,180000.0,15000.0,202.62,0.15,0,378000.0,Personal Loan,120,798,36966.88,Owned,1,0.22,0.15,36966.88,0,1
Sneha Nair,36,Male,Single,High School,Self-Employed,1,419000.0,34916.67,5339.38,0.55,1,621000.0,Home Loan,36,676,889501.56,Owned,1,0.65,0.55,889501.56,1,0
Vikram Singh,46,Female,Divorced,Graduate,Business,1,783000.0,65250.0,27486.65,0.32,0,1426000.0,Education Loan,36,588,1846931.17,Mortgaged,3,1.03,0.32,1846931.17,0,0
Rahul Verma,32,Male,Single,Post Graduate,Self-Employed,1,220000.0,18333.33,1581.37,0.39,0,563000.0,Business Loan,180,652,537846.25,Owned,0,0.26,0.39,537846.25,0,1
Tanvi Bhatia,56,Male,Divorced,High School,Self-Employed,1,414000.0,34500.0,5087.24,0.1,1,2019000.0,Personal Loan,360,599,1003586.65,Rented,1,0.31,0.1,1003586.65,0,1
Rahul Verma,27,Female,Divorced,Graduate,Self-Employed,1,440000.0,36666.67,8392.13,0.73,1,1781000.0,Business Loan,120,620,570508.69,Rented,3,0.63,0.73,570508.69,0,0
Pooja Deshmukh,39,Female,Divorced,Doctorate,Freelancer,1,299000.0,24916.67,3008.71,0.41,0,1664000.0,Business Loan,12,622,178586.43,Owned,3,5.69,0.41,178586.43,0,0
Kavya Reddy,49,Female,Single,High School,Freelancer,1,336000.0,28000.0,11197.73,0.56,1,1897000.0,Education Loan,60,617,477565.11,Owned,1,1.53,0.56,477565.11,0,0
Sneha Nair,25,Female,Divorced,High School,Self-Employed,1,534000.0,44500.0,11693.84,0.47,1,2091000.0,Car Loan,240,788,652613.35,Rented,2,0.46,0.47,652613.35,0,1
Riya Sen,49,Female,Married,Doctorate,Salaried,0,204000.0,17000.0,1373.68,0.26,1,826000.0,Education Loan,24,568,164595.93,Mortgaged,2,2.11,0.26,164595.93,1,0
Rahul Verma,39,Female,Single,Graduate,Salaried,0,742000.0,61833.33,1985.28,0.08,1,1188000.0,Personal Loan,120,710,519442.1,Mortgaged,3,0.19,0.08,519442.1,0,1
Aditya Joshi,38,Male,Divorced,Post Graduate,Business,1,478000.0,39833.33,152.97,0.32,1,2401000.0,Car Loan,180,646,990639.3,Mortgaged,3,0.34,0.32,990639.3,1,0
Deepak Choudhury,49,Male,Married,Post Graduate,Self-Employed,1,513000.0,42750.0,13915.17,0.24,0,916000.0,Business Loan,360,414,984083.34,Mortgaged,1,0.39,0.24,984083.34,1,0
Amit Kumar,50,Male,Married,Post Graduate,Freelancer,1,931000.0,77583.33,26887.2,0.68,3,1539000.0,Car Loan,360,616,160364.54,Owned,2,0.4,0.68,160364.54,0,1
Vikram Singh,30,Female,Divorced,Graduate,Freelancer,1,180000.0,15000.0,5470.21,0.8,2,426000.0,Car Loan,180,609,314249.53,Rented,4,0.52,0.8,314249.53,0,0
Meera Pillai,51,Female,Married,Graduate,Salaried,0,772000.0,64333.33,26696.07,0.19,2,4431000.0,Education Loan,180,728,1893262.9,Owned,1,0.8,0.19,1893262.9,0,1
Rahul Verma,32,Female,Single,Doctorate,Salaried,0,659000.0,54916.67,8126.49,0.92,0,2646000.0,Education Loan,24,614,337023.66,Mortgaged,3,2.16,0.92,337023.66,0,0
Priya Patel,64,Female,Single,Post Graduate,Self-Employed,1,407000.0,33916.67,1060.61,0.92,0,839000.0,Personal Loan,60,654,684967.87,Owned,2,0.44,0.92,684967.87,0,1
Pooja Deshmukh,23,Male,Single,High School,Freelancer,1,900000.0,75000.0,13199.8,0.94,2,1089000.0,Car Loan,240,573,1695188.35,Rented,3,0.24,0.94,1695188.35,1,0
Rohan Mehta,50,Male,Single,High School,Freelancer,1,242000.0,20166.67,7422.41,0.65,0,332000.0,Business Loan,60,649,365415.33,Mortgaged,1,0.64,0.65,365415.33,0,0
Karan Malhotra,62,Female,Single,Graduate,Self-Employed,1,641000.0,53416.67,10714.27,0.79,1,2453000.0,Personal Loan,360,561,570066.63,Mortgaged,4,0.33,0.79,570066.63,1,0
Karan Malhotra,36,Female,Divorced,Graduate,Salaried,0,356000.0,29666.67,3843.62,0.84,1,1071000.0,Medical Emergency,60,655,369747.61,Owned,1,0.73,0.84,369747.61,0,1
Neha Gupta,52,Female,Married,Doctorate,Self-Employed,1,706000.0,58833.33,18493.37,0.14,1,3066000.0,Home Loan,48,676,1571062.06,Owned,0,1.4,0.14,1571062.06,0,1
Meera Pillai,30,Female,Divorced,Graduate,Self-Employed,1,396000.0,33000.0,13494.74,0.42,0,1857000.0,Home Loan,120,651,112337.57,Owned,3,0.88,0.42,112337.57,0,0
Amit Kumar,22,Female,Married,Post Graduate,Business,1,1052000.0,87666.67,8180.83,0.09,0,681000.0,Medical Emergency,240,481,1067541.58,Mortgaged,2,0.13,0.09,1067541.58,1,0
Rohan Mehta,22,Female,Single,Graduate,Business,1,505000.0,42083.33,2171.8,0.88,0,1161000.0,Medical Emergency,240,686,638028.2,Owned,3,0.17,0.88,638028.2,0,1
Kavya Reddy,57,Female,Single,Doctorate,Business,1,1171000.0,97583.33,36955.11,0.2,1,702000.0,Home Loan,36,855,943764.13,Mortgaged,4,0.58,0.2,943764.13,0,1
Neha Gupta,38,Male,Divorced,Graduate,Business,1,518000.0,43166.67,2981.67,0.37,1,876000.0,Home Loan,360,650,320538.19,Mortgaged,3,0.13,0.37,320538.19,1,0
Deepak Choudhury,56,Male,Married,High School,Freelancer,1,751000.0,62583.33,1476.14,0.05,2,3566000.0,Personal Loan,48,743,750359.61,Owned,4,1.21,0.05,750359.61,0,1
Aarav Sharma,56,Female,Single,Graduate,Business,1,967000.0,80583.33,29754.34,0.66,0,819000.0,Home Loan,36,845,1776985.88,Owned,4,0.65,0.66,1776985.88,0,1
Ananya Iyer,36,Female,Married,Post Graduate,Self-Employed,1,654000.0,54500.0,22914.38,0.41,2,1866000.0,Personal Loan,48,577,231597.59,Rented,3,1.13,0.41,231597.59,0,0
Amit Kumar,36,Male,Married,Post Graduate,Freelancer,1,421000.0,35083.33,3474.77,0.64,1,855000.0,Business Loan,120,393,86495.91,Owned,2,0.3,0.64,86495.91,1,0
Tanvi Bhatia,34,Female,Single,Post Graduate,Business,1,255000.0,21250.0,9170.77,0.59,0,1504000.0,Medical Emergency,180,801,440375.12,Mortgaged,4,0.82,0.59,440375.12,0,1
Neha Gupta,40,Female,Divorced,Doctorate,Salaried,0,637000.0,53083.33,8004.83,0.6,0,2368000.0,Car Loan,360,900,1043036.98,Owned,0,0.27,0.6,1043036.98,0,1
